transaction_id,timestamp,customer_id,merchant_name,amount,mcc_code,location
TX00475,2025-06-20 05:45:48,CUST633,GOOGL*OWENS-BRYA HEATHERBURY,153.75,5411,Ottawa
TX00476,2025-06-20 14:26:39,CUST705,WMT*ADKINS-BUT SOUTH BRIAN,314.87,5999,Ottawa
TX00477,2025-06-20 08:16:51,CUST607,AMZ*CALDWELL-B CLEMENTSTOWN,471.09,5732,Calgary
TX00478,2025-06-20 09:12:57,CUST904,"LYF*PHILLIPS,  DERRICKPORT",349.67,5999,Montreal
TX00479,2025-06-20 14:07:33,CUST407,APL*SHEA-ALLIS VALDEZSIDE,378.44,5999,Montreal
TX00480,2025-06-20 09:52:16,CUST969,"GOOGL*HART, GARR NORTH CYNTHIATON",429.48,5812,Calgary
TX00481,2025-06-20 05:47:44,CUST159,LYF*ANDREWS-GR PHILLIPBERG,484.05,5945,Ottawa
TX00482,2025-06-20 11:58:43,CUST237,"APL*OCHOA, NGU PORT CHRISTIANVIEW",131.22,5912,Winnipeg
TX00483,2025-06-20 07:18:37,CUST180,APL*PALMER-MOO NEW MARGARET,50.77,5732,Montreal
TX00484,2025-06-20 07:05:18,CUST152,"UBR*PATTERSON, PENNYBERG",338.47,5945,Toronto
TX00485,2025-06-20 13:58:12,CUST994,AMZ*MILLER LLC NEW JOSEPH,403.3,5945,Winnipeg
TX00486,2025-06-20 12:55:10,CUST787,LYF*STEPHENSON RYANMOUTH,242.3,5912,Vancouver
TX00487,2025-06-20 13:54:08,CUST115,"GOOGL*LOVE, ELLI SOUTH CASSANDRAFURT",481.23,5411,Winnipeg
TX00488,2025-06-20 11:59:17,CUST872,APL*CONRAD-RUI LAKE COURTNEY,349.34,5732,Montreal
TX00489,2025-06-20 00:43:12,CUST506,GOOGL*WARE-RODRI EAST LISA,164.2,5912,Calgary
TX00490,2025-06-19 21:12:05,CUST577,LYF*WEBER-BRYA LAKE DEAN,182.83,5912,Vancouver
TX00491,2025-06-20 03:51:14,CUST625,"APL*RANGEL, DE PORT DIANAMOUTH",53.81,5732,Calgary
TX00492,2025-06-20 13:25:30,CUST879,UBR*SAVAGE INC TRUJILLOMOUTH,188.5,5999,Toronto
TX00493,2025-06-19 17:49:57,CUST676,GOOGL*ATKINSON L ANDERSONBERG,77.23,5912,Ottawa
TX00494,2025-06-19 18:36:21,CUST698,LYF*JOHNSON LL EAST NATHANIELMOUTH,211.7,5812,Montreal
TX00495,2025-06-20 06:59:28,CUST437,GOOGL*HUDSON LTD PORT AMYSIDE,287.05,5812,Calgary
TX00496,2025-06-19 19:53:10,CUST663,WMT*ALVARADO-P LAKE COURTNEYCHESTER,172.09,5999,Winnipeg
TX00497,2025-06-20 02:57:31,CUST757,WMT*WOODS-MULL PORT BRYAN,233.11,5732,Vancouver
TX00498,2025-06-19 18:35:42,CUST273,"GOOGL*HAYNES, MI JEREMYTON",275.54,5812,Ottawa
TX00499,2025-06-20 01:44:40,CUST757,"AMZ*YATES, LOP REEDVIEW",21.74,5411,Winnipeg
TX00500,2025-06-20 05:48:21,CUST149,AMZ*PAUL-MILLE WEST MICHAELLAND,73.06,5732,Montreal
